title,authors,overview
Pablo Picasso (pageperfect Nook Book),['Victoria Charles'],"Este libro contiene numerosas obras creadas por Picasso entre 1881 y 1914. El primer estilo del artista está marcado por la influencia de El Greco, Munch y Toulouse-Lautrec, quien lo descubrió cuando aún era un estudiante en Barcelona. Picasso, fascinado por la expresión psicológica durante su Período Azul (1901-1904), manifestó una miseria moral: sus escenas de género, naturalezas muertas y retratos están impregnados de melancolía. La pasión de Picasso luego se volcó a las figuras de acróbatas: el Período Circo.<br>
Desde 1904, la fecha de su llegada a París, su estética evolucionó considerablemente. La influencia de Cézanne y las esculturas ibéricas lo condujeron hacia el cubismo, caracterizado por la multiplicación de los puntos de vista sobre los planos de la pintura. Además de la selección de las primeras pinturas de Picasso, este libro presenta numerosos dibujos, esculturas y fotografías."
Me And My Cat,['Carmel Reilly'],"Every cat owner believes that his or her cat understands every word that they say. Every cat owner believes that cats are far more intelligent than dogs - they're just too cool to show it. Every cat owner believes that their cat should be on TV starring in advertisements for everything from furniture and carpets to central heating and, yes, cat food. And those Andrex puppies have had it their own way for far too long... Every cat owner, in fact, is a cat lover. If they're not cat lovers when the cat first comes along - you don't purchase a cat, they choose to live with you - then they will be within a very short space of time. There are stories, of course, that every cat owner loves to tell. It may be that the cat became hugely and unusually distressed the day a relative died unexpectedly on the other side of town. It may be about how the cat is a constant source of comfort during bad times, or how the cat faces up to urban foxes in the garden. It may simply be a story about how the cat is a loving companion. Cat lovers simply love telling cat stories!"
Picnic Food,['Sanchia Lovell'],"Everyone enjoys a picnic and this book proves how diverse meals alfresco can be. From messy children's parties to beach barbies, romantic riverbank lunches and the ultimate sandwich, the book is a comprehensive guide to the outdoor eating experience."
Viet Cong And Nva Tunnels And Fortifications Of The Vietnam War,"['Gordon Rottman', 'Lee Ray', 'Chris Taylor']","Field fortifications and tunnel systems are typically thought of as defensive and active protective measures, but the VC/NVA also employed them offensively. It was common for extensive field works to be constructed to support assaults and sieges on US fire-support bases and remote camps. Their tactics reflected attempts to counter the massive firepower they faced: when directly engaging the enemy they employed “hugging” tactics (moving in and remaining closely engaged, even intermingling units, to prevent the enemy from bringing his artillery and close air support to bear). Their field works included defended villages, base camps, fortified complexes, hilltop defenses, trench systems, individual fighting positions, crew-served weapon positions, bunkers, caches, and extensive tunnel systems. Camouflage and deceptive measures, and the employment of obstacles and booby traps went hand-in-hand with such field works. This book examines these unique fortifications."
Angel Confidential,['Mike Ripley'],"Fitzroy Maclean Angelâs latest hair-raising adventure involves a dubious religious cult, an impoverished minor aristocrat with a love of classic cars and a very shady solicitor with an extremely odd wife. Not only that, but he also has to cope with rookie private eye Veronica Blugden, find out why her office is being vandalised, and discover what his bike-riding friend Crimson is up to, selling all that mysterious white powder... Complete with a new, specially-written introduction by the author."
Planting: The Planting Design Book For The 21st Century,"['Diarmuid Gavin', 'Terence Conran']","Following on from their hugely successful first book, <i>Outdoors</i>, Diarmuid Gavin and Terence Conran collaborate once again to create PLANTING, a stunning and imaginative resource of planting schemes that work for almost any garden space.<br>
 <br>
Using case studies to look at real examples of inspiring planting schemes around the world in detail, PLANTING explores nature's vast palette of plants, where they come from, what grows naturally in which conditions, but most importantly, how they are used in gardens all around the world in contemporary times.
<p>From how to look at a garden through a designer's eyes, to planning for color, texture and mood, as well as how to attract wildlife, PLANTING covers everything a gardener needs to know in the twenty-first century, whether they are planning an exotic paradise or an edible kitchen garden.</p>"
Byzantine Art (pageperfect Nook Book),['Charles Bayet'],"For more than a millennium, from its creation in 330 CE until its fall in 1453, the Byzantine Empire was a cradle of artistic effervescence that is only beginning to be rediscovered. Endowed with the rich heritage of Roman, Eastern, and Christian cultures, Byzantine artists developed an architectural and pictorial tradition, marked by symbolism, whose influence extended far beyond the borders of the Empire. Today, Italy, North Africa, and the Near East preserve the vestiges of this sophisticated artistic tradition, with all of its mystical and luminous beauty. The magnificence of the palaces, churches, paintings, enamels, ceramics, and mosaics from this civilisation guarantees Byzantine art's powerful influence and timelessness."
New Vegetarian Kitchen: Raw*broil*fry*steam*simmer*bake,"['Graimes', 'Nicola']","Forget the same old beans, pasta, and veggie burgers-this is vegetarian food designed to thrill! Organized by preparation method, the 200 mouthwatering recipes here include Grilled Polenta wrapped in Red Pepper, Beetroot Carpaccio with Goat's Cheese, and Chocolate Truffle Torte with Amaretto Cream. Tips are given for maximizing color, texture, aroma, and flavor, and using familiar ingredients in new ways."
The Adoption Papers,['Jackie Kay'],"Forward Prize for Best First Collection. Jackie Kay tells the story of a black girl's adoption by a white<br>
Scottish couple from three different viewpoints: the mother,the birth mother and the daughter. This unique and honest volumeof poems has been adapted for radio. Also included in thebook are new poems reflecting issues of sexuality, Scottishness and being working-class. &nbsp;"
Remington (pageperfect Nook Book),['Frederic Remington'],"Frederic Remington (1861-1909) was one of the last American artists to offer his contemporaries a vision of the American Old West, that wild terrain with its immense prairies, herds of bison and the last American Indians. A painter, but above all an illustrator popular in his time, Remington skilfully captivated the public's attention by presenting a realistic view of this primitive way of life on the brink of submitting to invading civilisation. Authentically capturing its roughness, force and also its colours, Remington quickly became the representative of American painting in the eyes of the world. Though he mainly concentrated on the attitudes of his characters and animals and not on his landscapes, his photographic style, with a nearly impressionist touch, renewed a genre and lent an added realism to his subjects. <br>
Painter and sculptor, Remington also knew how to sculpturally express the ardour of these strong men and wild animals battling with the evolution of a new continent. The galloping horse, still recognized today as his signature subject, magnificently illustrates the power of freedom emanating from these masterpieces."
Kahlo (pageperfect Nook Book),['Gerry Souter'],"Frida Kahlos Portraits erzählen die Geschichte ihres Lebens - ein Werk, das aus Klagen der Wut und Verzweiflung entstand und sich mit einer kraftvollen und künstlerisch einzigartigen Schaffenskraft verbindet. Schon im Alter von sechs Jahren erkrankte Kahlo an Kinderlähmung und mit 18 Jahren sollte ein folgenschwerer Busunfall ihr Leben für immer verändern. Sie trug bleibende körperliche Schäden davon und litt für den Rest ihres Lebens an fortwährenden Schmerzen. Nur ihrem explosiven Charakter, ihrer unbeirrbaren Bestimmtheit und harten Arbeit ist die Entwicklung ihres künstlerischen Talents zu verdanken.<br>
Frida Kahlo gelang es, sich selbst einen Freiraum in der chauvinistischen Gesellschaft Mexikos zu schaffen, und dies, trotz ihres zweifachen Nachteils: körperliche Behinderung und weibliches Geschlecht. Ihr Werk hat heute, aufgrund seiner Innovativität und seiner multikulturellen Werte, eine grose Bedeutung im kulturellen Erbe ihrer Heimat Mexiko. Ihr Leben und die Bilder, die Kahlo schuf, offenbaren die einzigartige Geschichte einer couragierten Frau auf der langen Reise zu sich selbst."
