,id,origin,title,author,description,full_entry
83,83,Canadian,A Conflict of Interest,Barbara Dunlop,"She tried to stay away from him?.More than once, White House PR specialist Cara Cranshaw has considered that reporter Max Gray might want her only because he ...","A Conflict of Interest by Barbara Dunlop: She tried to stay away from him?.More than once, White House PR specialist Cara Cranshaw has considered that reporter Max Gray might want her only because he ..."
84,84,Canadian,A Covenant of Salt,Martine Desjardins,"Since the death of her parents in 1791, Lily McEvoy has lived as a recluse in her isolated Armagh County manor with her two maidservants and Titus, the ...","A Covenant of Salt by Martine Desjardins: Since the death of her parents in 1791, Lily McEvoy has lived as a recluse in her isolated Armagh County manor with her two maidservants and Titus, the ..."
85,85,Canadian,A Cowboy Comes Home,Barbara Dunlop,"After years of being the black sheep, an unexpected inheritance has finally drawn Caleb Terrell home. But that doesn't mean the cowboy-turned-CEO plans to ...","A Cowboy Comes Home by Barbara Dunlop: After years of being the black sheep, an unexpected inheritance has finally drawn Caleb Terrell home. But that doesn't mean the cowboy-turned-CEO plans to ..."
86,86,Canadian,A Cowboy for the Twins,Carolyne Aarsen,Cowboy DaddyShauntelle Dexter’s twin girls think they’ve found their perfect new dad in cowboy Noah Cosgrove. But how could she ever be interested in the ...,A Cowboy for the Twins by Carolyne Aarsen: Cowboy DaddyShauntelle Dexter’s twin girls think they’ve found their perfect new dad in cowboy Noah Cosgrove. But how could she ever be interested in the ...
87,87,Canadian,A Cowboy in Manhattan,Barbara Dunlop,"He is Colorado to the core. And after an unexpected family reunion, Reed Terrell is also an overnight millionaire. But the cattle rancher's biggest surprise is ...","A Cowboy in Manhattan by Barbara Dunlop: He is Colorado to the core. And after an unexpected family reunion, Reed Terrell is also an overnight millionaire. But the cattle rancher's biggest surprise is ..."
88,88,Canadian,A Cowboy in Paradise,Shana Gray,Her island nights are heating up!&nbsp;Losing her luggage was Jimi Calloway's first clue that her friend's Hawaiian destination wedding would be a nightmare. The ...,A Cowboy in Paradise by Shana Gray: Her island nights are heating up!&nbsp;Losing her luggage was Jimi Calloway's first clue that her friend's Hawaiian destination wedding would be a nightmare. The ...
89,89,Canadian,A Cowboy's Plan,Mary Sullivan,C. J. Wright has a simple strategy for his life. Get his ranch going. Sell the family's candy shop. And fix his relationship with his young son.Nowhere in his ...,A Cowboy's Plan by Mary Sullivan: C. J. Wright has a simple strategy for his life. Get his ranch going. Sell the family's candy shop. And fix his relationship with his young son.Nowhere in his ...
90,90,Canadian,A Cowboy's Temptation,Barbara Dunlop,"In this Colorado Cattle Barons novel by USA TODAY bestselling author Barbara Dunlop, a cowboy seduces the enemy&nbsp;Mayor Seth Jacobs has plans, and he won't let ...","A Cowboy's Temptation by Barbara Dunlop: In this Colorado Cattle Barons novel by USA TODAY bestselling author Barbara Dunlop, a cowboy seduces the enemy&nbsp;Mayor Seth Jacobs has plans, and he won't let ..."
91,91,Canadian,A Cowboy To Come Home To,Donna Alward,Friendship?Melissa Stone has done a fine job of avoiding her former best friend Cooper Ford. She was devastated when she discovered her husband was cheating on ...,A Cowboy To Come Home To by Donna Alward: Friendship?Melissa Stone has done a fine job of avoiding her former best friend Cooper Ford. She was devastated when she discovered her husband was cheating on ...
92,92,Canadian,Acqua Sacra,Keith Henderson,"Everything seems broken in Suzanna Ricci's life. Only 42, her marriage to Len has disintegrated. Her relationship to their teenage boys, Robin and Logan, is ...","Acqua Sacra by Keith Henderson: Everything seems broken in Suzanna Ricci's life. Only 42, her marriage to Len has disintegrated. Her relationship to their teenage boys, Robin and Logan, is ..."
93,93,Canadian,A Crack in the Pavement,Georgie Binks,Have you ever wondered what that bag lady on the street is harbouring in her bag? Do you ever wonder how she got there? Sheila Traventi is a happily married ...,A Crack in the Pavement by Georgie Binks: Have you ever wondered what that bag lady on the street is harbouring in her bag? Do you ever wonder how she got there? Sheila Traventi is a happily married ...
94,94,Canadian,A Credit to Your Race,Truman Green,"A longtime resident of Surrey, Truman Green wrote 'A Credit to Your Race' (1973), in which a fifteen-year-old black porter's son falls in love with, and ...","A Credit to Your Race by Truman Green: A longtime resident of Surrey, Truman Green wrote 'A Credit to Your Race' (1973), in which a fifteen-year-old black porter's son falls in love with, and ..."
95,95,Canadian,A Crossing of Hearts,Michel Tremblay,"A Crossing of Hearts continues Michel Tremblay’s Desrosiers Diaspora series of novels, a family saga set in Montreal during World War I. August 1915. ...","A Crossing of Hearts by Michel Tremblay: A Crossing of Hearts continues Michel Tremblay’s Desrosiers Diaspora series of novels, a family saga set in Montreal during World War I. August 1915. ..."
96,96,Canadian,Across the Hall,NM Facile,"Sylvia O'Mara has spent the last four years trying to get over her high school sweetheart, who, after breaking off their relationship, left town without any ...","Across the Hall by NM Facile: Sylvia O'Mara has spent the last four years trying to get over her high school sweetheart, who, after breaking off their relationship, left town without any ..."
97,97,Canadian,Act Normal,Greg Hollingshead,A new collection of short fiction from the Governor General’s Literary Award-winning author and Scotiabank Giller Prize finalist Greg Hollingshead.Act Normal ...,Act Normal by Greg Hollingshead: A new collection of short fiction from the Governor General’s Literary Award-winning author and Scotiabank Giller Prize finalist Greg Hollingshead.Act Normal ...
98,98,Canadian,Act of Evil,Ron Chudley,nan,Act of Evil by Ron Chudley: nan
99,99,Canadian,A Curious Dream,Kate Pullinger,"Both startling and funny, Kate Pullinger creates stories that probe our relationships, with our friends, with our lovers, and with our family. Richard, who ...","A Curious Dream by Kate Pullinger: Both startling and funny, Kate Pullinger creates stories that probe our relationships, with our friends, with our lovers, and with our family. Richard, who ..."
100,100,Canadian,A Daddy for Christmas,Linda Ford,"Cowboy to the Rescue&nbsp;Summoned by two little girls to help their mother in distress, Blue Lyons rushes to rescue widow Clara Weston. When the cowboy discovers ...","A Daddy for Christmas by Linda Ford: Cowboy to the Rescue&nbsp;Summoned by two little girls to help their mother in distress, Blue Lyons rushes to rescue widow Clara Weston. When the cowboy discovers ..."
101,101,Canadian,Adam Buenosayres,Leopoldo Marechal,"A modernist urban novel in the tradition of James Joyce, Adam Buenosayres is a tour-de-force that does for Buenos Aires what Carlos Fuentes did for Mexico City ...","Adam Buenosayres by Leopoldo Marechal: A modernist urban novel in the tradition of James Joyce, Adam Buenosayres is a tour-de-force that does for Buenos Aires what Carlos Fuentes did for Mexico City ..."
102,102,Canadian,Adam's Peak,Heather Burt,"Runner-up for the 2008 Ethel Wilson Fiction Prize On a stifling August day, six-year-old Clare Fraser and seven-year-old Rudy Vantwest make eye contact from ...","Adam's Peak by Heather Burt: Runner-up for the 2008 Ethel Wilson Fiction Prize On a stifling August day, six-year-old Clare Fraser and seven-year-old Rudy Vantwest make eye contact from ..."
103,103,Canadian,Adam's Tree,Gloria Mehlmann,Adam's Tree is a fictional account of life on the Cowesses First Nation in Saskatchewan during the 1940's and 50's.This period in history finds forces like ...,Adam's Tree by Gloria Mehlmann: Adam's Tree is a fictional account of life on the Cowesses First Nation in Saskatchewan during the 1940's and 50's.This period in history finds forces like ...
104,104,Canadian,A Dangerous Crossing,Ausma Zehanat Khan,"From Ausma Zehanat Khan,critically acclaimed author ofThe Unquiet Dead, comes the devastatingly powerful new thrillerA Dangerous Crossing.For Inspector Esa ...","A Dangerous Crossing by Ausma Zehanat Khan: From Ausma Zehanat Khan,critically acclaimed author ofThe Unquiet Dead, comes the devastatingly powerful new thrillerA Dangerous Crossing.For Inspector Esa ..."
105,105,Canadian,A Dangerously Sexy Affair,Stefanie London,"Don't miss the second book in The Dangerous Bachelors Club from USA TODAY bestselling author Stefanie London!Ready, player one?&nbsp;Quinn Dellinger is supposed to ...","A Dangerously Sexy Affair by Stefanie London: Don't miss the second book in The Dangerous Bachelors Club from USA TODAY bestselling author Stefanie London!Ready, player one?&nbsp;Quinn Dellinger is supposed to ..."
106,106,Canadian,A Dangerously Sexy Christmas,Stefanie London,"Assignment: A Hot Holiday Affair!&nbsp;Aspiring jewelry designer Rose Lawson doesn't want a bodyguard. Especially the hot, muscle-y one her father hires after a ...","A Dangerously Sexy Christmas by Stefanie London: Assignment: A Hot Holiday Affair!&nbsp;Aspiring jewelry designer Rose Lawson doesn't want a bodyguard. Especially the hot, muscle-y one her father hires after a ..."
107,107,Canadian,A Dangerously Sexy Secret,Stefanie London,"Siren?or Sinner?&nbsp;With her long blond hair and flowy skirts, Rhys Glover's new neighbor is the sexiest woman he's ever seen. He quickly learns she's also ...","A Dangerously Sexy Secret by Stefanie London: Siren?or Sinner?&nbsp;With her long blond hair and flowy skirts, Rhys Glover's new neighbor is the sexiest woman he's ever seen. He quickly learns she's also ..."
108,108,Canadian,A Dark Adapted Eye,Barbara Vine,"A Dark-Adapted Eye - a prize-winning crime classic by bestselling author Barbara Vine Winner of the Crime Writers' Association Gold Dagger Award 'A rich, ...","A Dark Adapted Eye by Barbara Vine: A Dark-Adapted Eye - a prize-winning crime classic by bestselling author Barbara Vine Winner of the Crime Writers' Association Gold Dagger Award 'A rich, ..."
109,109,Canadian,A Dark and Promised Land,Nathaniel Poole,A story of adventure and romance set in the wilds of Rupert’s Land in the early 19th century. When Orkneywoman Rose is shipwrecked on the shores of ...,A Dark and Promised Land by Nathaniel Poole: A story of adventure and romance set in the wilds of Rupert’s Land in the early 19th century. When Orkneywoman Rose is shipwrecked on the shores of ...
